# Video data for Tom Scott (UCBa659QWEk1AI4Tg--mrJ2A)
# id;publishedAt;title
RILkh2S1lvo;2014-10-20T14:00:14.000Z;What Did Witches Actually Use?
E-m6vc7lsmE;2014-10-13T14:00:11.000Z;The Man Who Set Up His Own Toll Road, Without Permission
HfHgUu_8KgA;2014-10-06T13:19:29.000Z;Why Britain Uses Separate Hot and Cold Taps
aKShnpOXqn0;2014-09-25T15:53:09.000Z;The Shellshock Bug In About Four Minutes
wBlAQLvVGJA;2014-09-22T13:28:41.000Z;How To Snap Someone's Neck
lbXL57-mB-I;2014-09-15T19:17:53.000Z;Scotland is Rising and England is Sinking, Literally
_kBlH-DQsEg;2014-09-06T14:33:25.000Z;2030: Privacy's Dead. What happens next?
k3R1ajg8dTY;2014-09-07T15:05:04.000Z;How to Land a Plane in an Emergency
x5KH4bUt8X8;2014-08-31T12:05:22.000Z;Ultrasonically Vaporized Vodka!
GsyhGHUEt-k;2014-08-30T19:11:34.000Z;Emojli: Behind the Scenes and Why You Should Never Build An App
b_vMclfCoFA;2014-08-24T13:00:06.000Z;The Ice Bucket Challenge Lowers Your Heart Rate
wCQSIub_g7M;2014-08-18T21:00:05.000Z;How To Read Text In Binary
UNHhfykh5Qc;2014-08-11T19:16:55.000Z;Third Person Driving with a Drone
yoMOAIzBSpY;2014-08-04T21:33:46.000Z;YouTube Doesn't Know Your Password
qVVAirwMLns;2014-07-28T14:00:12.000Z;Gravity Doesn't Always Point Straight To The Earth's Core
hqF1dr5dNgE;2014-07-21T13:00:07.000Z;Giant Underground Trampolines!
NQrxzgd6ASA;2014-07-16T19:04:09.000Z;What's The Longest Word In The English Language?
cLVWRHuPsas;2014-07-14T13:00:05.000Z;Some Places Have Lower Gravity Than Others
UEfP1OKKz_Q;2014-07-07T13:00:07.000Z;British Plugs Are Better Than All Other Plugs, And Here's Why
iyybPvRsEuY;2014-06-30T13:33:27.000Z;Emojli: the emoji-only network.
sTzp76JXsoY;2014-06-23T20:19:55.000Z;Why Do Flag Emoji Count As Two Characters?
d9Qnobvx_kM;2014-06-20T17:10:39.000Z;The Equation of Time: Clocks Vs Sundials
uhtUYzubRHU;2014-06-16T13:00:06.000Z;How Do You Make Something Last 1,000 Years?
zv0kZKC6GAM;2014-06-11T19:30:20.000Z;How The Self-Retweeting Tweet Worked: Cross-Site Scripting (XSS) and Twitter
TUKQfMFKfjk;2014-06-09T13:00:07.000Z;Fail-Safe vs. Fail-Deadly (with Colin Furze)
_BMlu2wgBJs;2014-06-02T13:00:05.000Z;The Nuclear Reactor In The Middle Of London
W1WGBhTuLpQ;2014-05-26T15:06:47.000Z;The Most Ridiculous Game Of Football In History
BNVT7LP0Ouw;2014-05-22T14:25:37.000Z;Angels Are Actually Pretty Terrifying
6T5h0SuavgM;2014-05-14T13:00:04.000Z;The Arctic Winter Games and Dropping the Bomb: Citation Needed 1x09
nOly_oe5UsI;2014-05-10T17:26:24.000Z;How Does Eurovision Break Ties?
BgAdeuxkUyY;2014-05-12T15:24:07.000Z;How YouTube Video Stabilization Works
_IesM6EVC9U;2014-05-07T13:00:05.000Z;The Flag of Mars and Rods from God: Citation Needed 1x08
Od3B1XALh1Q;2014-05-05T12:51:52.000Z;Why People In Big Cities Walk Faster
9mYQT7oyctA;2014-04-30T13:00:04.000Z;The Counts of Andechs and Motorway Service Stations: Citation Needed 1x07
3woUopc1ZS4;2014-04-28T13:17:10.000Z;The Early Steam Train With No Brakes: Stephenson's Rocket
FX1slLeJRPg;2014-04-21T13:00:05.000Z;The Three Types of Twilight, and The Days Without Night
g1KTl176Mww;2014-04-23T13:00:06.000Z;Neckarwestheim and the End of the World: Citation Needed 1x06
R31xj7Ybxhc;2014-04-16T13:00:05.000Z;Bossche Bol and Nun's Puffs: Citation Needed 1x05
SopJr0yHt-w;2014-04-14T13:00:07.000Z;The Rise and Fall of the Gasometer
rE5dW3BTpn4;2014-04-08T23:31:08.000Z;From Missingno to Heartbleed: Buffer Exploits and Buffer Overflows
YN_F9bNuF0I;2014-04-18T13:20:38.000Z;Chess Clock Jenga
RYENl-P3Zh8;2014-04-02T13:00:07.000Z;Stefania Follini and a Moon Theremin: Citation Needed 1x03
mRQt_PMhBXY;2014-04-07T13:00:48.000Z;The Level Crossing You Have To Power Yourself
ekHhmaA8mfQ;2014-03-26T00:31:26.000Z;Facebook for Oculus Rift: The Commercial
v0e8GV6QKf4;2014-04-09T13:40:14.000Z;Simplehuman and Russian Toilette: Citation Needed 1x04
XrCJJP_KOlY;2014-03-26T14:07:16.000Z;The Newgate Novel and Condiments on Toast: Citation Needed 1x02
oIYcbJKSLxQ;2014-03-19T16:00:08.000Z;The Big Lobster and Drive-through Booze: Citation Needed 1x01
VYH87V6EHrk;2014-03-24T14:16:09.000Z;Privacy In France: A Lot Of French People Might Be About To Sue Me
ByUPFYxy5vw;2014-03-31T13:40:20.000Z;Is "Paris Syndrome" A Real Thing?
GMwnyWP52Ys;2014-03-21T14:00:05.000Z;Point Zero: Where All Roads Start
lj-DS8SMxSw;2014-03-17T14:00:05.000Z;The 19th Century Channel Tunnel Wasn't Just A Dream
vWmDHO_0P5Q;2014-02-25T14:00:05.000Z;British Tanks Are Better Than All Other Tanks, And Here's Why
XwpJ01nguoo;2014-02-24T14:00:05.000Z;The London Railway of the Dead
_LPw1hlMCaA;2014-02-23T13:20:54.000Z;Britain Has 555 Phone Numbers Too
z49LjJj3VTI;2014-02-22T14:00:03.000Z;Never Call Someone "Tired and Emotional" In England
PHrWzF2VuAg;2014-02-21T14:00:06.000Z;Origami In Space
rQB5OWyGVWU;2014-02-19T14:00:04.000Z;How Does A Geyser Work?
D3AS55mitNk;2014-02-18T14:16:30.000Z;Let's Play: Bar Billiards
z_1mi9w-NwE;2014-02-20T14:00:05.000Z;Why Do We Not Have A Cure For The Common Cold Yet?
zvIoKEpD-hI;2014-02-17T14:00:10.000Z;Let's Talk About Names. In Iceland.
KzQw00SSOQQ;2014-02-15T14:00:04.000Z;Moss Is Terrible For Emergency Navigation
yg67YXYedwo;2014-02-14T14:00:07.000Z;The Mississippi River Wants To Move
RuzoIG9py_c;2014-02-13T14:00:06.000Z;Why Was AllAdvantage.com Popular In Beverly Hills?
OlJlBIMQy7k;2014-02-05T14:00:06.000Z;Disney Could Go Nuclear If They Wanted To
z45obkskRmw;2014-02-04T14:00:07.000Z;The SPF Rating On Sunscreen Is Questionable At Best
XUece-2WmuM;2014-02-02T14:00:04.000Z;How To Tell If You're Dreaming
cKcqyREyejo;2014-02-03T14:00:07.000Z;Nearly Everything You Hear In The Movies Is Fake
IsmjW7-IaSo;2014-01-31T14:00:06.000Z;How To Fall Into A Swimming Pool
VBs_ABt-hRc;2014-02-01T14:00:06.000Z;The Datablast: Experimental Interactive TV From The 1990s
89VAPZz1Nf0;2014-01-29T17:53:57.000Z;The Hard Part About Getting To Orbit Isn't The Height
1W3AylLOHx4;2014-01-28T14:00:06.000Z;How To Throw A Bucket Of Water At Someone
mwDkg3pPfjE;2014-01-26T14:00:04.000Z;British Ice Cream Doesn't Have To Contain Milk
zPtbzJlcNKc;2014-01-30T14:00:05.000Z;Your GPS Shuts Down If It Goes Too Fast
Wm8ZoVQ_OJo;2014-01-27T14:00:06.000Z;The Image That Can Break Your Brain
w3CO2SyXDZc;2014-01-25T14:00:04.000Z;Einstein Wasn't The First Scientist To Talk About Relativity
fa28lIGuxq8;2014-01-24T14:00:06.000Z;Why Do Reversing Trucks Not Beep Any More?
Ko51cynAjzY;2014-01-21T14:00:05.000Z;British Nuclear War from Beyond the Grave: The Letter of Last Resort
lyHbCAY3hqM;2014-01-23T14:00:04.000Z;Why Is London's Cable Car So Damn High?
B29jqZWMLkM;2014-01-18T14:00:04.000Z;How To Slap Someone Across The Face
FGxKQvdLrng;2014-01-17T14:06:26.000Z;How To Strangle Someone
y4GB_NDU43Q;2014-01-16T14:08:35.000Z;Single Point of Failure: The (Fictional) Day Google Forgot To Check Passwords
SmOsTHaqFSU;2014-01-15T14:00:06.000Z;Platform 9¾ Is In The Wrong Place
DNUhKkNY6x0;2014-01-14T14:00:06.000Z;A Zeppelin, A Cat, and The World's First In-Flight Radio Message
B98O6LlLT4Y;2014-01-13T14:00:05.000Z;You Can Gold Plate Your Tongue For About $2
fRPWlBAgSnw;2014-01-12T14:00:03.000Z;The Secret Button on Pedestrian Crossings
uzP8FFKpwQ0;2014-01-07T14:00:05.000Z;Why Does Nighttime Smartphone Footage Look All Flickery in Europe?
jJWgRghIihQ;2014-01-06T14:00:05.000Z;The Underground Roundabouts of Tromsø
oqbsxjmB49Q;2014-01-05T14:00:05.000Z;The 134-Hour Television Show from the Arctic Circle
uJ105LKFCVU;2014-01-19T14:00:04.000Z;Can You Cook Bacon Using Hair Curlers?
nYxFrMNWbtI;2014-01-03T14:10:58.000Z;How To Make An Orange Peel Flamethrower
OcPqk-O-fD4;2014-01-08T15:03:32.000Z;Danger: Humans
XS36ijvZOME;2014-01-20T14:00:07.000Z;Why Wind Farms Don't Always Turn When It's Windy
AVHHs3YUm00;2014-01-11T13:38:02.000Z;The Thames Still Has Some 19th Century Stink In It
X5V45wYwrkY;2014-01-01T13:50:13.000Z;There Are Special Crossings For Horses In Britain
OFaxb-UwZX8;2014-01-09T14:06:09.000Z;Members of Parliament Aren't Allowed To Resign
SQ3g5gPKlDM;2014-01-02T13:26:58.000Z;Why Aren't There More Helicopter Crashes In London?
tMR25RSOzFo;2014-01-04T14:23:03.000Z;The Secret Pattern That Stops You Copying Bank Notes
SVWvkZbhgAc;2013-12-04T15:24:12.000Z;Why Do We Have "Ye Olde"? Obsolete Letters, and the Mysteries of Ye Olde Ming
3-4A5bXi2Dw;2013-12-20T10:56:49.000Z;Making Flaps Vibrate In Your Throat: Voicing
mTm1tJYr5_M;2013-12-11T12:13:30.000Z;Adjectival Order: Why A "Big Red Balloon", not a "Red Big Balloon"?
qOcxwRc2Epg;2013-12-17T14:03:46.000Z;Why You Can Tweet More In Japanese: What Counts As A Character?
XvQZmqv7bKI;2013-10-12T17:46:17.000Z;How Many Gs Do You Pull in an Elevator?
RIuf1V1FhpY;2013-08-02T11:33:54.000Z;Oversight: Thank you for volunteering, citizen.
0h-gbeI0AFQ;2013-07-12T12:59:46.000Z;Mele Kalikimaka: Why You Can't Say "Christmas" in Hawaiian
46ehrFk-gLk;2013-07-05T11:48:11.000Z;Gender Neutral Pronouns: They're Here, Get Used To Them
j9Q1cM7_ai4;2013-06-28T10:57:20.000Z;Ghoti and the Ministry of Helth: Spelling Reform
2qT8ZYewYEY;2013-06-21T10:47:00.000Z;There's Nothing Wrong With Saying "10 Items or Less": Descriptivism vs Prescriptivism
wA2xRVMOThc;2013-06-14T11:06:37.000Z;Why You Swear in Anglo-Saxon and Order Fancy Food in French: Registers
zYd_8-Ps_kw;2013-06-12T11:26:37.000Z;Whatever Happened to Tom's Hoodie?: Tom Scott at Thinking Digital 2013
2TtnD4jmCDQ;2013-06-07T11:49:11.000Z;All The Colours, Including Grue: How Languages See Colours Differently
QYlVJlmjLEc;2013-05-31T08:52:20.000Z;Fantastic Features We Don't Have In The English Language
ld3A3QCpXd4;2013-05-24T09:28:19.000Z;Why Jonathan Ross Can't Pronounce His Rs
9eTTjHZmY0E;2013-05-15T22:18:03.000Z;Instant Whey
IrHRQSm6LIs;2013-05-15T10:40:20.000Z;Lies on the London Underground
WjpQexdcybs;2013-05-14T15:45:22.000Z;A Spaceship Simulator in a Caravan: the LHS Bikeshed
_1YzU1DN1zk;2013-05-13T14:25:41.000Z;Yorkshire Yoga
3P0BKrOlBVM;2013-03-06T13:07:03.000Z;A Brief History of Lyric Videos
rJGifTou5FE;2013-02-19T14:11:40.000Z;Ten Illegal Things To Do In London
DSUviSwTvS4;2013-01-17T13:36:45.000Z;Facebook Graph Search: a more realistic commercial
Zf6C-pZ3heY;2013-01-09T11:44:46.000Z;When Facebook Resurrected the Dead
MtCeGWo7wZE;2012-12-18T12:36:03.000Z;Instagram's New Terms of Service: A Statement From The CEO (Parody)
flS2KruJF68;2012-12-17T12:08:45.000Z;If Self-Checkout Machines Used Famous Voices
ltVtHNJcp9o;2012-10-02T12:45:41.000Z;Four Men in a Car: The Technical Difficulties team take a road trip
ZDnFNUqf3hg;2012-09-20T19:21:54.000Z;iOS 6 Maps: an explanation from Apple (parody)
WcPhMqLPuvQ;2012-09-04T15:01:53.000Z;"Is This You?" - lifelogging, privacy and scandal by Tom Scott at Electromagnetic Field 2012
rbenrpfuxHs;2012-08-27T13:08:16.000Z;The Large Piña Collider: a pina colada with SCIENCE.
dZYltLm8Nzk;2012-07-09T14:57:17.000Z;Nyan Fax!
P2C4U624Y6o;2012-06-02T16:55:46.000Z;The A-Z of Epidemiology: germs from Anthrax to Zoonoses. A disturbing bedtime book for kids.
IFe9wiDfb0E;2012-05-11T13:26:41.000Z;Welcome to Life: the singularity, ruined by lawyers
o9Ki5Vpon5c;2012-04-16T12:37:30.000Z;Ridiculous Minigolf: Crazy golf holes inspired by Portal, Minecraft, the Crystal Maze, and more
t3TAOYXT840;2012-04-04T23:11:21.000Z;Google Glasses: A New Way to Hurt Yourself (parody of Google's Project Glass)
T_KB_RcU0LQ;2012-03-31T11:43:57.000Z;Robocoaster Challenge: Reciting Shakespeare while attached to a giant robot arm
iPG-ji3zt7A;2012-01-12T13:06:29.000Z;Caution: High Speed Balls - A Ping Pong Ball Launcher for BBC Click
NJ3tf_1h8Yk;2012-01-06T15:16:46.000Z;The Northern Nocturnal Cracker Consumption Championships
0vXEdGZ9jWo;2011-04-12T14:37:11.000Z;Mint Sauce Bottle Rocket: SCIENCE!
cYVBshcN7wU;2011-03-18T13:10:25.000Z;I Know What You Did Five Minutes Ago
aNN4Oo0KhZo;2011-03-13T16:41:05.000Z;Kinect-Controlled Tesla Coils: The Evil Genius Simulator
yhNohhCnX2I;2011-03-12T13:20:11.000Z;Maker Faire UK in 30 Seconds
_DmknfWyvzU;2010-09-22T14:11:02.000Z;CharityShock - Donate online, give someone an electric shock.
MwWACB6w8D0;2010-08-19T14:57:38.000Z;Human vs Rat: The Maze Challenge
7WkZVqYOD24;2010-04-14T10:31:30.000Z;The Cone - The Technical Difficulties, Show 3
ywxC9kb727E;2010-04-14T10:25:26.000Z;The Battle of the Beer № 3 - The Technical Difficulties, Show 3
GUmL3B7_zDA;2010-04-14T10:18:02.000Z;The Iron Chefs - The Technical Difficulties, Show 3
PzXoWJSnUEY;2010-04-14T10:25:09.000Z;The Technical Difficulties: Show 3
fEzmmDL02dY;2010-04-07T11:35:39.000Z;The Trip to Scarborough - The Technical Difficulties, Show 2
aAQLIvRWuZY;2010-04-07T11:32:26.000Z;The Battle of the Beer № 2 - The Technical Difficulties, Show 2
fWeUSdjvksE;2010-04-07T11:41:57.000Z;Monument Morse - The Technical Difficulties, Show 2
4teSu_JDc0w;2010-04-07T11:34:49.000Z;The Technical Difficulties: Show 2
bl9WBQ2Zkhk;2010-03-31T18:48:33.000Z;Date This Man - The Technical Difficulties, Show 1
t9oi2fx_tdA;2010-03-31T18:15:44.000Z;The Battle of the Beer № 1 - The Technical Difficulties, Show 1
2dIL2jNSZ8w;2010-03-31T18:08:11.000Z;Google Street View Race - The Technical Difficulties, Show 1
Zodxs8fYz5c;2010-03-31T18:09:17.000Z;The Technical Difficulties: Show 1
QVM-7JM4lyk;2009-08-06T08:29:23.000Z;The Webcycle: the faster you pedal, the faster your internet goes.
t2tYvANA8to;2009-07-15T19:06:15.000Z;Breaking the News: Tom Scott and Matt Gray bonehead the budget
-CV-lkyXepA;2009-07-09T00:31:24.000Z;Thinking Digital 2009: Tom Scott on graphs, Hans Zimmer, Eurovision and tea cosies
axtfB7QPTiw;2009-06-11T19:30:34.000Z;Captain Obvious
8eXj97stbG8;2009-05-15T06:46:55.000Z;Two Drums and a Cymbal Fall off a Cliff
L1TDePrRomY;2009-05-05T18:47:59.000Z;Appalling Visual Puns № 5
O7asOSBNCIc;2009-03-17T19:30:40.000Z;The Fire Jugglers of York
A8dXBA_XTLk;2009-03-15T14:02:28.000Z;Appalling Visual Puns № 4
NuRa_sbJpxE;2009-03-15T14:02:51.000Z;The 30 Second Bacon Sandwich
3-IXD2GVTYQ;2009-03-15T13:59:06.000Z;Appalling Visual Puns № 3
atRhyxNK27w;2009-03-15T13:58:34.000Z;Washing Machine Cookery
kzwQ5NHXE-k;2009-03-15T13:55:39.000Z;Appalling Visual Puns № 2
3WbCadQiV24;2009-03-15T14:00:32.000Z;The Matt Gray High Five Face Off
PNLy3iw6sqI;2009-03-15T13:54:16.000Z;Timelapse: 1,000 Balloons in 6 Hours
_qNzrC9YpjE;2009-03-15T13:53:15.000Z;Tesco Value Spiderman
U7eLBwCAwmo;2009-03-15T13:42:20.000Z;You Cannot Remove Your Fingerprints With Pineapple
Xrh-AfAz-34;2009-03-15T13:32:25.000Z;Appalling Visual Puns № 1
6N8q2xkirCQ;2009-03-15T13:27:39.000Z;Salmon in a Dishwasher
RzqW2biaXMo;2009-03-15T13:23:02.000Z;The Coruscant Juggling Club
dK-pMy_jOKI;2007-09-03T10:45:33.000Z;On A Pirate Ship - Jay Foreman feat. Mad Cap'n Tom
dNOWXi8KoOs;2007-04-08T13:54:51.000Z;Fun With A Giant Slingshot
lCMJjehu8w8;2006-11-16T21:43:18.000Z;Be A Safe Ninja This Winter
sZ363XfT8fk;2006-07-05T12:12:09.000Z;Pastaaargh: pasta, cooked with a kettle
nkTyWTC9UZc;2006-07-04T12:41:29.000Z;Extra Light Pancakes
MrppkAIVhH4;2006-06-06T22:22:19.000Z;Breakfast: Fortified With Iron
